COUNTYNAME,DATETIME,DATE,LON,LAT,PK
Camden,3/31/2013 3:54:16 PM,3/31/2013,-74.90965,39.78239,342
Camden,2/11/2013 6:22:07 PM,2/11/2013,-75.02806,39.94419,343
Camden,3/31/2013 3:51:35 PM,3/31/2013,-74.91002,39.74351,344
Atlantic,5/12/2013 8:07:04 PM,5/12/2013,-74.4215,39.36424,345
Camden,1/25/2014 3:00:15 PM,1/25/2014,-75.02622,39.94524,346
Atlantic,12/12/2013 2:49:03 PM,12/12/2013,-74.43805,39.35996,347
Burlington,1/25/2014 2:41:18 PM,1/25/2014,-75.0372,40.0034,348
Burlington,2/14/2013 12:52:33 PM,2/14/2013,-74.95744,39.92915,349
Camden,2/11/2013 3:33:27 PM,2/11/2013,-75.02837,39.93679,350
Camden,6/16/2013 6:53:12 PM,6/16/2013,-74.93163,39.80277,351
Atlantic,8/6/2013 1:09:36 PM,8/6/2013,-74.51144,39.39363,352
Atlantic,3/31/2013 3:11:58 PM,3/31/2013,-74.43227,39.36041,353
Burlington,2/14/2013 12:50:08 PM,2/14/2013,-74.96176,39.93201,354
Camden,3/31/2013 3:54:16 PM,3/31/2013,-74.90965,39.78239,355
Burlington,12/31/2013 5:49:33 PM,12/31/2013,-74.92459,39.8893,356
Camden,3/31/2013 3:51:35 PM,3/31/2013,-74.91002,39.74351,357
Burlington,9/2/2013 6:24:18 PM,9/2/2013,-74.93296,39.90045,358
Atlantic,9/2/2013 3:13:36 PM,9/2/2013,-74.42108,39.36367,359
Atlantic,11/28/2013 2:03:55 PM,11/28/2013,-74.42324,39.36604,360
Atlantic,5/12/2013 8:08:25 PM,5/12/2013,-74.42366,39.36395,361
Camden,1/1/2013 6:20:32 PM,1/1/2013,-75.02284,39.98764,362
Atlantic,3/31/2013 3:16:59 PM,3/31/2013,-74.44037,39.36238,363
Burlington,12/12/2013 10:23:14 PM,12/12/2013,-75.0056,39.9704,364
Camden,2/11/2013 6:23:48 PM,2/11/2013,-75.02747,39.95014,365
Camden,1/25/2014 3:06:21 PM,1/25/2014,-75.02935,39.94179,366
Burlington,9/2/2013 6:32:54 PM,9/2/2013,-74.94768,39.92306,367
Atlantic,6/16/2013 6:13:29 PM,6/16/2013,-74.77977,39.58138,368
Burlington,5/12/2013 9:19:25 PM,5/12/2013,-74.94419,39.91627,369
Camden,12/27/2013 3:27:24 PM,12/27/2013,-75.02876,39.9363,370
Camden,2/11/2013 6:22:33 PM,2/11/2013,-75.02837,39.94564,371
Camden,9/2/2013 12:05:23 PM,9/2/2013,-74.90117,39.71769,372
Atlantic,1/1/2014 1:49:55 PM,1/1/2014,-74.42138,39.36404,373
Atlantic,1/1/2013 5:15:02 PM,1/1/2013,-74.50547,39.38657,374
Burlington,3/22/2013 2:27:02 PM,3/22/2013,-75.02893,39.99342,375
Camden,2/11/2013 6:21:46 PM,2/11/2013,-75.02773,39.94504,376
Atlantic,12/12/2013 4:16:22 PM,12/12/2013,-74.43163,39.35866,377
Atlantic,5/12/2013 8:34:00 PM,5/12/2013,-74.7278,39.54715,378
Burlington,2/14/2013 12:55:08 PM,2/14/2013,-74.95444,39.9271,379
Camden,5/12/2013 12:32:42 PM,5/12/2013,-74.91099,39.78809,380
Camden,3/22/2013 2:35:14 PM,3/22/2013,-75.03035,39.93717,381
Camden,8/15/2013 3:02:42 PM,8/15/2013,-75.02446,39.96362,382
Camden,12/12/2013 1:45:38 PM,12/12/2013,-74.93039,39.81324,383
Atlantic,2/14/2013 3:59:10 PM,2/14/2013,-74.41998,39.36386,384
Burlington,9/2/2013 6:34:56 PM,9/2/2013,-74.94928,39.92393,385
Camden,1/25/2014 5:43:36 PM,1/25/2014,-75.02187,39.94443,386
Camden,2/14/2013 1:26:39 PM,2/14/2013,-74.93127,39.80765,387
Camden,5/12/2013 9:08:25 PM,5/12/2013,-74.92735,39.82764,388
Camden,1/25/2014 2:52:53 PM,1/25/2014,-75.03043,39.93685,389
Burlington,5/10/2013 5:49:23 PM,5/10/2013,-75.03824,40.0067,390
Camden,2/11/2013 6:22:07 PM,2/11/2013,-75.02806,39.94419,391
Burlington,2/14/2013 1:00:37 PM,2/14/2013,-74.93731,39.9056,392
Burlington,9/2/2013 11:26:50 AM,9/2/2013,-75.01274,39.97774,393
Burlington,10/14/2013 8:42:28 PM,10/14/2013,-74.94529,39.91813,394
Camden,6/20/2013 2:02:23 PM,6/20/2013,-75.12037,39.94264,395
Burlington,9/2/2013 11:26:50 AM,9/2/2013,-75.01274,39.97774,396
Burlington,8/15/2013 3:23:13 PM,8/15/2013,-74.96189,39.93203,397
Camden,1/1/2014 8:23:20 PM,1/1/2014,-74.87026,39.64744,398
Camden,6/20/2013 2:01:19 PM,6/20/2013,-75.11451,39.94267,399
Atlantic,11/28/2013 3:24:29 PM,11/28/2013,-74.43152,39.35874,400
Camden,5/10/2013 2:28:34 PM,5/10/2013,-75.02451,39.94207,401
Atlantic,2/14/2013 5:15:42 PM,2/14/2013,-74.42155,39.36436,402
Atlantic,6/16/2013 6:13:34 PM,6/16/2013,-74.78035,39.58175,403
Camden,10/14/2013 2:46:11 PM,10/14/2013,-74.88153,39.66594,404
Burlington,6/20/2013 1:46:33 PM,6/20/2013,-75.03924,40.00724,405
Camden,2/11/2013 3:33:20 PM,2/11/2013,-75.02813,39.93674,406
Atlantic,9/2/2013 5:00:23 PM,9/2/2013,-74.74809,39.56069,407
Camden,1/1/2014 5:22:37 AM,1/1/2014,-74.87809,39.65849,408
Camden,12/12/2013 1:44:33 PM,12/12/2013,-74.92798,39.82521,409
Camden,2/11/2013 3:25:05 PM,2/11/2013,-75.01729,39.98287,410
Camden,2/11/2013 3:31:37 PM,2/11/2013,-75.03034,39.93711,411
Camden,2/11/2013 6:30:21 PM,2/11/2013,-75.02233,39.98748,412
Camden,9/2/2013 6:52:56 PM,9/2/2013,-75.02678,39.99174,413
Burlington,8/15/2013 4:07:10 PM,8/15/2013,-74.94839,39.92305,414
Burlington,10/14/2013 8:43:36 PM,10/14/2013,-74.94672,39.92053,415
Burlington,12/27/2013 7:13:50 PM,12/27/2013,-75.0381,40.0066,416
Camden,12/12/2013 2:11:06 PM,12/12/2013,-74.90986,39.74269,417
Camden,12/31/2013 5:29:30 PM,12/31/2013,-75.01936,39.97843,418
Camden,1/25/2014 2:50:03 PM,1/25/2014,-75.02811,39.94746,419
Camden,2/11/2013 3:32:23 PM,2/11/2013,-75.02841,39.93653,420
Camden,9/2/2013 11:42:54 AM,9/2/2013,-74.93035,39.8134,421
Burlington,9/2/2013 11:26:50 AM,9/2/2013,-75.01274,39.97774,422
Camden,12/31/2013 5:31:04 PM,12/31/2013,-75.02424,39.96523,423
Burlington,10/14/2013 8:36:50 PM,10/14/2013,-74.93392,39.90154,424
Burlington,3/22/2013 5:30:40 PM,3/22/2013,-75.03743,40.00506,425
Camden,10/14/2013 2:32:54 PM,10/14/2013,-74.93115,39.8083,426
Camden,6/20/2013 2:00:17 PM,6/20/2013,-75.10981,39.94194,427
Camden,11/28/2013 8:32:18 PM,11/28/2013,-74.8874,39.67979,428
Camden,8/23/2013 2:13:07 PM,8/23/2013,-75.03044,39.93685,429
Burlington,11/28/2013 12:33:36 PM,11/28/2013,-75.0289,39.99331,430
Camden,2/11/2013 3:33:27 PM,2/11/2013,-75.02837,39.93679,431
Camden,1/1/2013 1:12:18 PM,1/1/2013,-74.87693,39.65112,432
Camden,8/23/2013 3:51:46 PM,8/23/2013,-75.0274,39.93934,433
Camden,2/11/2013 6:21:26 PM,2/11/2013,-75.02713,39.9449,434
Camden,8/6/2013 12:45:57 PM,8/6/2013,-74.87314,39.64845,435
Camden,12/27/2013 6:51:35 PM,12/27/2013,-75.0255,39.95922,436
Burlington,8/6/2013 9:07:51 PM,8/6/2013,-74.96657,39.93528,437
Burlington,6/20/2013 2:47:05 PM,6/20/2013,-75.0359,40.00023,438
Camden,8/15/2013 4:16:54 PM,8/15/2013,-75.02175,39.98798,439
Burlington,2/14/2013 6:22:05 PM,2/14/2013,-74.92907,39.89565,440
Camden,9/2/2013 6:11:11 PM,9/2/2013,-74.93094,39.80863,441
Atlantic,3/31/2013 3:39:30 PM,3/31/2013,-74.79372,39.59065,442
Burlington,9/2/2013 11:32:31 AM,9/2/2013,-74.95139,39.92503,443
Camden,8/6/2013 12:12:43 PM,8/6/2013,-74.93028,39.81392,444
Atlantic,1/1/2013 4:51:55 PM,1/1/2013,-74.42099,39.36402,445
Atlantic,2/14/2013 2:11:17 PM,2/14/2013,-74.43637,39.36068,446
Camden,1/25/2014 3:02:19 PM,1/25/2014,-75.02629,39.9461,447
Atlantic,9/2/2013 4:18:33 PM,9/2/2013,-74.42151,39.36423,448
Burlington,1/25/2014 2:41:28 PM,1/25/2014,-75.0368,40.00227,449
Burlington,12/12/2013 10:05:32 PM,12/12/2013,-74.94232,39.91316,450
Burlington,12/31/2013 5:43:55 PM,12/31/2013,-74.95561,39.92791,451
Burlington,9/2/2013 6:55:28 PM,9/2/2013,-75.03824,40.00668,452
Atlantic,5/12/2013 3:53:39 PM,5/12/2013,-74.43009,39.35938,453
Burlington,12/31/2013 5:18:30 PM,12/31/2013,-75.02893,39.99331,454
Atlantic,11/28/2013 8:05:47 PM,11/28/2013,-74.50951,39.39047,455
Camden,10/14/2013 8:25:38 PM,10/14/2013,-74.93159,39.80421,456
Camden,9/2/2013 5:59:56 PM,9/2/2013,-74.90654,39.78578,457
Burlington,2/11/2013 6:49:31 PM,2/11/2013,-75.03834,40.00683,458
Atlantic,8/6/2013 12:58:19 PM,8/6/2013,-74.68721,39.51375,459
Camden,3/22/2013 5:05:37 PM,3/22/2013,-75.02893,39.94316,460
Camden,5/12/2013 12:13:10 PM,5/12/2013,-74.9286,39.82258,461
Camden,12/31/2013 6:00:19 PM,12/31/2013,-74.93031,39.81378,462
Burlington,2/14/2013 12:37:59 PM,2/14/2013,-75.03709,40.00311,463
Camden,6/16/2013 6:53:41 PM,6/16/2013,-74.93158,39.80413,464
Camden,2/14/2013 1:31:24 PM,2/14/2013,-74.91241,39.76801,465
Camden,6/20/2013 1:56:45 PM,6/20/2013,-75.07528,39.93832,466
Burlington,12/31/2013 5:45:00 PM,12/31/2013,-74.95091,39.92476,467
Camden,5/12/2013 12:43:00 PM,5/12/2013,-74.8723,39.65018,468
Camden,6/20/2013 2:32:16 PM,6/20/2013,-75.02184,39.98171,469
Burlington,12/31/2013 5:49:14 PM,12/31/2013,-74.92686,39.8926,470
Camden,6/20/2013 2:35:08 PM,6/20/2013,-75.02568,39.99091,471
Atlantic,5/12/2013 1:12:25 PM,5/12/2013,-74.43592,39.36089,472
Camden,5/12/2013 11:57:19 AM,5/12/2013,-75.01616,39.98166,473
Camden,11/28/2013 12:57:15 PM,11/28/2013,-74.93026,39.81402,474
Camden,8/6/2013 12:32:42 PM,8/6/2013,-74.93172,39.80404,475
Atlantic,6/16/2013 2:09:44 PM,6/16/2013,-74.42089,39.36332,476
Camden,8/23/2013 2:27:30 PM,8/23/2013,-75.02903,39.94106,477
Camden,9/2/2013 5:47:27 PM,9/2/2013,-74.88009,39.66297,478
Atlantic,2/14/2013 5:15:17 PM,2/14/2013,-74.42097,39.36409,479
Camden,12/12/2013 2:03:58 PM,12/12/2013,-74.93129,39.80722,480
Camden,6/20/2013 2:45:30 PM,6/20/2013,-75.02801,39.99181,481
Camden,8/6/2013 8:45:23 PM,8/6/2013,-74.93158,39.80257,482
Atlantic,2/14/2013 2:12:52 PM,2/14/2013,-74.43281,39.35743,483
Burlington,1/1/2013 6:22:57 PM,1/1/2013,-75.03773,40.00585,484
Camden,5/10/2013 2:26:05 PM,5/10/2013,-75.0262,39.94528,485
Burlington,1/1/2014 9:07:53 PM,1/1/2014,-75.03817,40.00673,486
Burlington,12/12/2013 1:28:17 PM,12/12/2013,-74.95678,39.9287,487
Camden,6/20/2013 2:21:34 PM,6/20/2013,-75.0761,39.9374,488
Burlington,3/31/2013 4:26:51 PM,3/31/2013,-75.03771,40.00592,489
Camden,8/15/2013 3:00:32 PM,8/15/2013,-75.0283,39.94604,490
Camden,11/28/2013 8:43:32 PM,11/28/2013,-74.91037,39.74465,491
Atlantic,3/31/2013 3:08:50 PM,3/31/2013,-74.42093,39.36403,492
Camden,11/28/2013 8:47:23 PM,11/28/2013,-74.91561,39.79105,493
Burlington,5/12/2013 12:01:17 PM,5/12/2013,-74.9777,39.94252,494
Burlington,11/28/2013 9:20:11 PM,11/28/2013,-75.03688,40.00312,495
Camden,1/1/2014 5:21:29 AM,1/1/2014,-74.87095,39.64814,496
Camden,12/31/2013 6:19:26 PM,12/31/2013,-74.92614,39.79735,497
Burlington,11/28/2013 9:15:33 PM,11/28/2013,-74.99397,39.96238,498
Atlantic,12/12/2013 2:47:41 PM,12/12/2013,-74.44037,39.36215,499
Camden,3/22/2013 5:05:27 PM,3/22/2013,-75.02916,39.94212,500
Camden,12/27/2013 3:07:53 PM,12/27/2013,-75.02843,39.9459,501
Camden,3/31/2013 3:55:52 PM,3/31/2013,-74.92239,39.7949,502
Camden,11/28/2013 12:57:32 PM,11/28/2013,-74.93078,39.81264,503
Atlantic,3/31/2013 12:33:35 PM,3/31/2013,-74.51049,39.39175,504
Camden,12/12/2013 9:47:25 PM,12/12/2013,-74.92195,39.79488,505
Burlington,10/14/2013 8:49:59 PM,10/14/2013,-74.98513,39.94783,506
Camden,1/1/2014 8:46:56 PM,1/1/2014,-74.92849,39.82227,507
Atlantic,1/1/2013 5:03:00 PM,1/1/2013,-74.43509,39.35939,508
Camden,5/10/2013 4:57:55 PM,5/10/2013,-75.02816,39.94309,509
Atlantic,3/31/2013 3:10:26 PM,3/31/2013,-74.42484,39.36348,510
Burlington,10/14/2013 8:40:37 PM,10/14/2013,-74.94333,39.91481,511
Camden,2/11/2013 6:25:14 PM,2/11/2013,-75.02466,39.96301,512
Camden,1/25/2014 2:52:53 PM,1/25/2014,-75.03043,39.93685,513
Atlantic,10/14/2013 7:58:48 PM,10/14/2013,-74.68457,39.51234,514
Camden,2/11/2013 6:27:42 PM,2/11/2013,-75.01612,39.98166,515
Camden,6/20/2013 2:13:24 PM,6/20/2013,-75.12012,39.94406,516
Burlington,12/31/2013 5:38:26 PM,12/31/2013,-74.99877,39.96427,517
Camden,2/11/2013 6:26:41 PM,2/11/2013,-75.02069,39.97693,518
Camden,5/12/2013 12:38:30 PM,5/12/2013,-74.89588,39.71172,519
Atlantic,1/1/2014 4:14:45 PM,1/1/2014,-74.43146,39.35877,520
Burlington,9/2/2013 6:21:50 PM,9/2/2013,-74.92215,39.8852,521
Camden,12/12/2013 12:56:19 PM,12/12/2013,-75.02414,39.98946,522
Atlantic,3/31/2013 3:24:01 PM,3/31/2013,-74.55733,39.41571,523
Atlantic,3/31/2013 3:09:19 PM,3/31/2013,-74.42153,39.36434,524
Burlington,12/12/2013 1:22:45 PM,12/12/2013,-74.96541,39.93444,525
Camden,2/11/2013 6:25:14 PM,2/11/2013,-75.02466,39.96301,526
Camden,2/11/2013 6:28:34 PM,2/11/2013,-75.02165,39.98794,527
Burlington,12/12/2013 10:05:53 PM,12/12/2013,-74.94258,39.91359,528
Camden,6/20/2013 2:06:56 PM,6/20/2013,-75.129,39.94848,529
Camden,3/22/2013 5:13:59 PM,3/22/2013,-75.02215,39.9879,530
Camden,12/12/2013 9:47:47 PM,12/12/2013,-74.92353,39.79569,531
Camden,3/22/2013 5:12:16 PM,3/22/2013,-75.01627,39.98141,532
Camden,3/31/2013 3:55:44 PM,3/31/2013,-74.92072,39.79393,533
Burlington,2/14/2013 12:55:30 PM,2/14/2013,-74.95385,39.92672,534
Camden,5/10/2013 2:19:29 PM,5/10/2013,-75.0236,39.96829,535
Camden,8/23/2013 5:12:50 PM,8/23/2013,-75.02304,39.98804,536
Atlantic,3/31/2013 3:13:50 PM,3/31/2013,-74.43466,39.35941,537
Camden,2/11/2013 3:26:04 PM,2/11/2013,-75.02218,39.97474,538
Atlantic,3/31/2013 3:08:40 PM,3/31/2013,-74.42053,39.36395,539
Camden,2/14/2013 6:15:28 PM,2/14/2013,-74.92385,39.84405,540
Atlantic,3/31/2013 3:39:30 PM,3/31/2013,-74.79372,39.59065,541
Camden,5/10/2013 2:30:32 PM,5/10/2013,-75.02567,39.93892,542
Atlantic,6/16/2013 6:14:06 PM,6/16/2013,-74.78251,39.58314,543
Atlantic,12/31/2013 7:22:34 PM,12/31/2013,-74.43884,39.36002,544
Atlantic,1/1/2014 1:39:18 PM,1/1/2014,-74.43724,39.36037,545
Burlington,10/14/2013 8:34:15 PM,10/14/2013,-74.92233,39.88571,546
Camden,1/25/2014 2:57:54 PM,1/25/2014,-75.02983,39.93612,547
Atlantic,9/2/2013 12:24:04 PM,9/2/2013,-74.68744,39.514,548
Camden,1/25/2014 2:44:14 PM,1/25/2014,-75.02358,39.98901,549
Camden,1/1/2014 1:06:57 PM,1/1/2014,-74.87886,39.66061,550
Camden,12/12/2013 12:56:28 PM,12/12/2013,-75.02332,39.98841,551
Atlantic,3/31/2013 3:08:40 PM,3/31/2013,-74.42053,39.36395,552
Atlantic,9/2/2013 4:19:14 PM,9/2/2013,-74.42273,39.36435,553
Camden,8/6/2013 9:33:29 PM,8/6/2013,-75.02426,39.98975,554
Burlington,3/31/2013 4:08:30 PM,3/31/2013,-74.93845,39.90719,555
Burlington,3/31/2013 4:13:17 PM,3/31/2013,-74.98389,39.9468,556
Camden,12/27/2013 3:25:30 PM,12/27/2013,-75.02868,39.94473,557
Atlantic,1/1/2013 5:11:49 PM,1/1/2013,-74.4497,39.36499,558
Camden,2/11/2013 3:27:00 PM,2/11/2013,-75.02415,39.9655,559
Camden,5/10/2013 5:02:24 PM,5/10/2013,-75.0225,39.94534,560
Camden,11/28/2013 1:17:05 PM,11/28/2013,-74.93172,39.80285,561
Camden,2/11/2013 6:23:48 PM,2/11/2013,-75.02747,39.95014,562
Camden,2/11/2013 6:21:46 PM,2/11/2013,-75.02773,39.94504,563
Camden,2/11/2013 3:32:54 PM,2/11/2013,-75.02806,39.93662,564
Burlington,8/15/2013 4:01:25 PM,8/15/2013,-74.92227,39.88545,565
Camden,12/12/2013 9:51:51 PM,12/12/2013,-74.92724,39.82749,566
Camden,1/25/2014 3:02:51 PM,1/25/2014,-75.02738,39.94647,567
Atlantic,1/1/2014 5:09:27 AM,1/1/2014,-74.68554,39.51313,568
Burlington,8/15/2013 4:08:11 PM,8/15/2013,-74.95658,39.92862,569
Camden,5/10/2013 2:17:55 PM,5/10/2013,-75.01815,39.97922,570
Atlantic,8/6/2013 1:13:59 PM,8/6/2013,-74.43948,39.361,571
Camden,2/11/2013 6:21:46 PM,2/11/2013,-75.02773,39.94504,572
Burlington,12/27/2013 3:00:14 PM,12/27/2013,-75.03729,40.00362,573
Burlington,11/28/2013 9:08:31 PM,11/28/2013,-74.93357,39.9011,574
Burlington,12/31/2013 5:49:39 PM,12/31/2013,-74.92406,39.88852,575
Camden,3/31/2013 3:49:28 PM,3/31/2013,-74.89685,39.71472,576
Burlington,9/2/2013 6:26:56 PM,9/2/2013,-74.94477,39.91731,577
Camden,2/11/2013 6:30:08 PM,2/11/2013,-75.02215,39.98789,578
Camden,8/15/2013 3:55:43 PM,8/15/2013,-74.92511,39.83834,579
Atlantic,3/31/2013 3:10:26 PM,3/31/2013,-74.42484,39.36348,580
Camden,12/12/2013 9:21:09 PM,12/12/2013,-74.87014,39.64735,581
Camden,12/27/2013 3:06:07 PM,12/27/2013,-75.02676,39.95379,582
Burlington,8/15/2013 4:06:10 PM,8/15/2013,-74.94644,39.92002,583
Camden,6/20/2013 2:00:04 PM,6/20/2013,-75.10883,39.94145,584
Atlantic,12/12/2013 8:57:14 PM,12/12/2013,-74.50929,39.39039,585
Burlington,2/14/2013 12:43:57 PM,2/14/2013,-74.98745,39.95348,586
Camden,2/11/2013 6:30:21 PM,2/11/2013,-75.02233,39.98748,587
Atlantic,12/12/2013 4:17:14 PM,12/12/2013,-74.43486,39.35713,588
Atlantic,8/6/2013 1:13:43 PM,8/6/2013,-74.44193,39.36281,589
Camden,11/28/2013 1:18:34 PM,11/28/2013,-74.92581,39.79709,590
Camden,5/10/2013 4:58:54 PM,5/10/2013,-75.02678,39.94558,591
Burlington,8/15/2013 4:14:58 PM,8/15/2013,-75.00531,39.97006,592
Camden,3/22/2013 2:34:17 PM,3/22/2013,-75.02862,39.94505,593
Camden,6/20/2013 2:01:30 PM,6/20/2013,-75.11629,39.94254,594
Burlington,10/14/2013 8:40:52 PM,10/14/2013,-74.94362,39.91531,595
Burlington,12/12/2013 10:08:49 PM,12/12/2013,-74.94471,39.91715,596
Burlington,2/14/2013 12:39:04 PM,2/14/2013,-75.02967,39.99395,597
Atlantic,2/14/2013 3:56:45 PM,2/14/2013,-74.43124,39.35878,598
Camden,6/20/2013 1:51:16 PM,6/20/2013,-75.03905,39.9732,599
Camden,10/14/2013 8:27:18 PM,10/14/2013,-74.9285,39.82239,600
Camden,1/25/2014 2:49:33 PM,1/25/2014,-75.02765,39.94981,601
Camden,8/23/2013 2:12:25 PM,8/23/2013,-75.02928,39.94209,602
Atlantic,9/2/2013 12:35:42 PM,9/2/2013,-74.5109,39.39239,603
Atlantic,6/16/2013 2:11:04 PM,6/16/2013,-74.42508,39.36149,604
Camden,1/1/2014 8:44:12 PM,1/1/2014,-74.92339,39.79556,605
Camden,6/16/2013 6:56:19 PM,6/16/2013,-74.92859,39.82213,606
Atlantic,6/16/2013 5:48:07 PM,6/16/2013,-74.43888,39.36075,607
Camden,5/10/2013 5:02:05 PM,5/10/2013,-75.02331,39.94504,608
Camden,8/15/2013 2:19:47 PM,8/15/2013,-75.07278,39.92722,609
Burlington,12/12/2013 10:03:23 PM,12/12/2013,-74.94115,39.91122,610
Camden,5/10/2013 4:59:27 PM,5/10/2013,-75.02626,39.94488,611
Burlington,3/31/2013 4:14:09 PM,3/31/2013,-74.98765,39.95663,612
Camden,2/14/2013 1:28:21 PM,2/14/2013,-74.92637,39.79747,613
Camden,5/10/2013 2:18:01 PM,5/10/2013,-75.01902,39.97865,614
Atlantic,12/12/2013 4:21:22 PM,12/12/2013,-74.43285,39.35747,615
Burlington,3/22/2013 5:30:33 PM,3/22/2013,-75.03709,40.004,616
Atlantic,10/14/2013 4:54:40 PM,10/14/2013,-74.43139,39.35891,617
Camden,2/11/2013 6:30:21 PM,2/11/2013,-75.02233,39.98748,618
Atlantic,1/1/2014 7:54:15 PM,1/1/2014,-74.43793,39.3595,619
Burlington,2/14/2013 6:22:37 PM,2/14/2013,-74.9329,39.90033,620
Camden,2/14/2013 1:42:17 PM,2/14/2013,-74.87709,39.65135,621
Camden,12/31/2013 6:28:05 PM,12/31/2013,-74.90105,39.71745,622
Camden,10/14/2013 8:22:31 PM,10/14/2013,-74.9095,39.78386,623
Camden,5/10/2013 2:23:30 PM,5/10/2013,-75.028,39.948,624
Burlington,8/15/2013 3:25:59 PM,8/15/2013,-74.9513,39.92497,625
Atlantic,5/12/2013 8:12:13 PM,5/12/2013,-74.43414,39.35975,626
Camden,12/27/2013 6:49:44 PM,12/27/2013,-75.02843,39.9491,627
Camden,3/31/2013 4:01:57 PM,3/31/2013,-74.92365,39.84475,628
Camden,8/15/2013 2:51:27 PM,8/15/2013,-75.03046,39.93674,629
Burlington,12/12/2013 12:53:01 PM,12/12/2013,-75.04211,40.01082,630
Burlington,3/31/2013 4:26:26 PM,3/31/2013,-75.03671,40.00273,631
Camden,5/10/2013 2:20:55 PM,5/10/2013,-75.02617,39.95621,632
Burlington,12/12/2013 10:14:24 PM,12/12/2013,-74.95706,39.92899,633
Camden,3/31/2013 3:55:52 PM,3/31/2013,-74.92239,39.7949,634
Camden,10/14/2013 8:30:53 PM,10/14/2013,-74.92177,39.85342,635
Camden,8/15/2013 2:27:15 PM,8/15/2013,-75.04545,39.9263,636
Camden,5/10/2013 4:58:44 PM,5/10/2013,-75.02713,39.9449,637
Camden,1/25/2014 2:51:15 PM,1/25/2014,-75.02868,39.9448,638
Atlantic,3/31/2013 3:13:13 PM,3/31/2013,-74.43402,39.35969,639
Atlantic,8/6/2013 7:50:50 PM,8/6/2013,-74.43477,39.35949,640
Atlantic,5/12/2013 8:30:43 PM,5/12/2013,-74.6862,39.51366,641
Burlington,11/28/2013 9:15:45 PM,11/28/2013,-74.99615,39.96326,642
Camden,2/11/2013 6:28:23 PM,2/11/2013,-75.02038,39.98664,643
Camden,3/31/2013 3:55:52 PM,3/31/2013,-74.92239,39.7949,644
Atlantic,3/31/2013 3:39:30 PM,3/31/2013,-74.79372,39.59065,645
Atlantic,3/31/2013 12:40:57 PM,3/31/2013,-74.43285,39.35738,646
Camden,1/1/2014 8:35:18 PM,1/1/2014,-74.91956,39.79333,647
Atlantic,3/31/2013 3:08:40 PM,3/31/2013,-74.42053,39.36395,648
Atlantic,1/1/2013 5:09:35 PM,1/1/2013,-74.43693,39.36052,649
Camden,5/10/2013 2:31:30 PM,5/10/2013,-75.0288,39.94042,650
Camden,1/1/2013 6:17:19 PM,1/1/2013,-75.02202,39.98764,651
Atlantic,1/1/2014 7:59:14 PM,1/1/2014,-74.50945,39.39055,652
Burlington,2/14/2013 12:48:07 PM,2/14/2013,-74.96913,39.93693,653
Camden,2/11/2013 3:29:24 PM,2/11/2013,-75.02791,39.94819,654
